company_ticker,score_component,score,confidence,category,justification
WKEY,moat_network_effects,4.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Network Effects; mixtral-8...
WKEY,competitive_differentiation,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,management_quality,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,moat_economies_of_scale,4.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Economies Of Scale; mixtra...
WKEY,key_growth_drivers,3.5,0.85,strategic_insights,Consensus from 2 models: llama-3-70b: Based on 2 identified growth drivers; mixtral-8x7b: Based on 4...
WKEY,platform_expansion,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,transformation_potential,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,moat_switching_costs,4.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Switching Costs; mixtral-8...
WKEY,market_timing,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,moat_barriers_to_entry,4.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Barriers To Entry; mixtral...
WKEY,technology_moats,3.0,0.5,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: Default s...
WKEY,moat_brand_monopoly,4.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Brand Monopoly; mixtral-8x...
WKEY,major_risk_factors,2.5,0.8999999999999999,strategic_insights,Consensus from 2 models: llama-3-70b: Based on 3 identified risk factors; mixtral-8x7b: Based on 3 i...
WKEY,COMPOSITE_SCORE,2.898809523809524,0.6388888888888888,composite,Weighted composite from 13 components
