company_ticker,score_component,score,confidence,category,justification
MOGO,moat_network_effects,3.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Network Effects; mixtral-8...
MOGO,competitive_differentiation,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO has ...
MOGO,management_quality,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO has ...
MOGO,moat_economies_of_scale,3.5,0.6499999999999999,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Economies Of Scale; mixtra...
MOGO,key_growth_drivers,3.166666666666667,0.825,strategic_insights,Consensus from 2 models: llama-3-70b: Based on 2 identified growth drivers; mixtral-8x7b: Based on 3...
MOGO,platform_expansion,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO has ...
MOGO,transformation_potential,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO has ...
MOGO,moat_switching_costs,3.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Switching Costs; mixtral-8...
MOGO,market_timing,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO is r...
MOGO,moat_barriers_to_entry,3.0,0.6499999999999999,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Barriers To Entry; mixtral...
MOGO,technology_moats,3.0,0.6,strategic_insights,Consensus from 2 models: llama-3-70b: Default score from narrative analysis; mixtral-8x7b: MOGO has ...
MOGO,moat_brand_monopoly,3.0,0.6,competitive_moat,Consensus from 2 models: llama-3-70b: Extracted from narrative analysis - Brand Monopoly; mixtral-8x...
MOGO,red_flags,4.0,0.75,strategic_insights,Consensus from 1 models: mixtral-8x7b: Based on 1 identified red flags with average impact 2.0/5.0
MOGO,major_risk_factors,2.583333333333333,0.875,strategic_insights,Consensus from 2 models: llama-3-70b: Based on 3 identified risk factors; mixtral-8x7b: Based on 3 i...
MOGO,competitive_positioning,2.8666666666666667,0.8999999999999999,competitive,"Consensus from 1 models: mixtral-8x7b: Analysis of 3 competitors, average threat level: 3.3/5.0"
MOGO,COMPOSITE_SCORE,2.087301587301588,0.675,composite,Weighted composite from 15 components
